Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.41838264465332,6.433078190699774,6.369497330115575,6.400987843132776,493729600
2010-01-05,6.429481029510498,6.465770227085805,6.395590770250193,6.436079211041895,601904800
2010-01-06,6.32720947265625,6.454971414199512,6.320611293362402,6.4294788491695645,552160000
2010-01-07,6.315515518188477,6.358103387636765,6.269629358259584,6.350605452800138,477131200
2010-01-08,6.3575005531311035,6.3581007880963805,6.2699275130102485,6.307115652900345,447610800
2010-01-11,6.301418781280518,6.388092480406524,6.2516333091974765,6.382094134270341,462229600
2010-01-12,6.229739189147949,6.291221434650521,6.190751141514069,6.273825830869377,594459600
2010-01-13,6.317614555358887,6.326012241864702,6.121173880106369,6.2342403280172745,605892000
2010-01-14,6.2810235023498535,6.311914580091045,6.268727294960274,6.30141787628388,432894000
2010-01-15,6.176055431365967,6.346104931752507,6.1742559276178275,6.326010473231623,594067600
2010-01-19,6.449274063110352,6.453772822750024,6.215344568202023,6.248034353646047,730007600
2010-01-20,6.350003719329834,6.464568918763532,6.283123366073346,6.445374612955087,612152800
2010-01-21,6.240236282348633,6.3973897535508755,6.214444193854593,6.360501124717352,608154400
2010-01-22,5.930728435516357,6.223140974693859,5.913034116941669,6.201547731500788,881767600
2010-01-25,6.090282440185547,6.139167367834519,6.003908243218099,6.073487468564757,1065699600
2010-01-26,6.176355361938477,6.409385892316486,6.075585554367734,6.176655279230478,1867110000
2010-01-27,6.2345380783081055,6.315513344126092,5.984112346480525,6.20364699783895,1722568400
2010-01-28,5.9769158363342285,6.163160503739042,5.95922151378892,6.146066015885012,1173502400
2010-01-29,5.7600789070129395,6.064188188295876,5.705795086572075,6.030598257476185,1245952400
2010-02-01,5.840154647827148,5.878243336295521,5.737285437492803,5.769375781187085,749876400
2010-02-02,5.874046325683594,5.887842522963782,5.799668829421823,5.875546312768158,698342400
2010-02-03,5.975115776062012,6.004207355457277,5.830858749627534,5.853352148032941,615328000
2010-02-04,5.759779453277588,5.949322350390838,5.745383425262699,5.900136722187099,757652000
2010-02-05,5.862049102783203,5.878244637257612,5.723790428529675,5.77717490798693,850306800
2010-02-08,5.821860313415527,5.934626796824991,5.818261306417096,5.868946520797875,478270800
2010-02-09,5.883944034576416,5.923232006738163,5.840756736383124,5.890841733305046,632886800
2010-02-10,5.851851940155029,5.896239298041465,5.826059854416686,5.874944770320464,370361600
2010-02-11,5.958320617675781,5.9907112865384375,5.8200619419817405,5.844654760831028,550345600
2010-02-12,6.009607315063477,6.047396105353397,5.863250832143468,5.941527268809373,655468800
2010-02-16,6.100178241729736,6.108875442588585,6.043794993307377,6.056391118879053,543737600
2010-02-17,6.074687480926514,6.127471333729102,6.024001848338503,6.123872325467915,436396800
2010-02-18,6.086082458496094,6.1148741190475935,6.02580028210031,6.047093609682568,422825200
2010-02-19,6.0482940673828125,6.094180616658827,6.03149909782669,6.053992896906755,415469600
2010-02-22,6.010804653167725,6.0731862489714965,5.973916027322339,6.068387972697071,390563600
2010-02-23,5.910035133361816,6.038097021022937,5.869547498017772,5.998208819871767,575094800
2010-02-24,6.018005847930908,6.041398606790119,5.933430333339192,5.945127113192606,460566400
2010-02-25,6.058191299438477,6.08398338803463,5.904937153186134,5.919632701398871,665126000
2010-02-26,6.136767387390137,6.153262438852178,6.058191055071087,6.069587512313919,507460800
2010-03-01,6.267829895019531,6.283124879384827,6.161661152720431,6.1706582730100825,550093600
2010-03-02,6.263629913330078,6.323011937548127,6.230339493166353,6.296019780738767,566546400
2010-03-03,6.278023719787598,6.29421925148887,6.2363368232137875,6.266327747739374,372052800
2010-03-04,6.319413661956787,6.325711926439825,6.257032053110189,6.276527081695683,366041200
2010-03-05,6.5665388107299805,6.58903220673107,6.436977346288985,6.446274782144528,899620400
2010-03-08,6.570438861846924,6.600729311620862,6.545546123293046,6.598330373347911,429889600
2010-03-09,6.688601016998291,6.747983026092429,6.534747083767751,6.547343206844761,920259200
2010-03-10,6.743186950683594,6.762381660562197,6.694002108314422,6.712896500427485,596218000
2010-03-11,6.7629780769348145,6.7629780769348145,6.697598123833148,6.715293240153976,405700400
2010-03-12,6.7959699630737305,6.829859413259236,6.770477395587732,6.819062391556351,416323600
2010-03-15,6.713195323944092,6.762979592461603,6.605527017880345,6.759381385793019,493502800
2010-03-16,6.731489658355713,6.747384874886283,6.673307303651842,6.7233922916517335,446908000
2010-03-17,6.721590518951416,6.791469224383761,6.696098357816712,6.7449832596876265,450956800
2010-03-18,6.737488269805908,6.7479849753315975,6.676306339257857,6.7209924171761575,342109600
2010-03-19,6.665509223937988,6.755182491732861,6.6349180607123674,6.741686614075933,559445600
2010-03-22,6.740487575531006,6.777976839949612,6.602528812300733,6.612126166500352,456419600
2010-03-23,6.848755836486816,6.861352365550943,6.720993444235787,6.767179916623499,602431200
2010-03-24,6.879047870635986,6.90394061380927,6.823264036434713,6.827163362964028,597780400
2010-03-25,6.7974700927734375,6.927031968655166,6.785473400326808,6.925531981675691,542284400
2010-03-26,6.924933433532715,6.956423552142521,6.854454061737121,6.866450755025055,640875200
2010-03-29,6.969618320465088,7.014005279729925,6.946525889785764,6.987913676070053,540744400
2010-03-30,7.073387622833252,7.122273744202646,7.025401653822346,7.095881020780636,527310000
2010-03-31,7.04789400100708,7.096180280554299,7.0316992694416856,7.062590347508738,430659600
2010-04-01,7.076985836029053,7.159760602199321,6.98041487507347,7.120173123205439,603145200
2010-04-05,7.152563571929932,7.153163406501208,7.040996744214165,7.047295407636181,684507600
2010-04-06,7.184057712554932,7.205051131129644,7.107880289489198,7.143869579079835,447017200
2010-04-07,7.215845584869385,7.255433869385449,7.157662426925075,7.18435466739036,628502000
2010-04-08,7.196351051330566,7.244036700838811,7.1390680482063935,7.211046598631324,572989200
2010-04-09,7.251534461975098,7.254534435922096,7.211646661019895,7.2407382396634326,334182800
2010-04-12,7.266530990600586,7.2899237420658,7.252134958408231,7.263831334140838,333026400
2010-04-13,7.270727634429932,7.281824974201377,7.23113935436052,7.253633550759477,306210800
2010-04-14,7.368496417999268,7.372095424062001,7.3199114378462,7.356200214375053,404076400
2010-04-15,7.465374946594238,7.46867363828025,7.363105093307749,7.371202464426289,376784800
2010-04-16,7.419785022735596,7.531951702492972,7.33431058513382,7.454874149349686,750545600
2010-04-19,7.409887790679932,7.434480209888907,7.250934815656593,7.408688121408893,566924400
2010-04-20,7.335511207580566,7.47526949922599,7.286625877326545,7.4539757662859785,738326400
2010-04-21,7.774277687072754,7.805168765467934,7.669608561930993,7.761681161729178,982391200
2010-04-22,7.991710186004639,8.00010786713298,7.683702046103474,7.744884350620156,793424800
2010-04-23,8.122476577758789,8.162964224643144,8.007611018920613,8.037301639630133,796955600
2010-04-26,8.082589149475098,8.171362299696703,8.04330036945253,8.153967890880988,479068800
2010-04-27,7.858854293823242,8.03280235801103,7.813268456896388,8.015707468951605,709343600
2010-04-28,7.8456573486328125,7.917635099654491,7.690003870364463,7.895142502936811,758402400
2010-04-29,8.056794166564941,8.097581317742483,7.857953400973559,7.888243847056184,558840800
2010-04-30,7.830363750457764,8.114678214185023,7.827664894507877,8.076889425801834,542463600
2010-05-03,7.988114356994629,8.034001303844924,7.884045055164737,7.912837116199361,454342000
2010-05-04,7.758079528808594,7.896338540559704,7.700197517389967,7.884342654663423,723819600
2010-05-05,7.677407264709473,7.741888283677536,7.459672107497788,7.588634145433915,883103200
2010-05-06,7.38529634475708,7.745188364177261,5.975716398991462,7.612628095647045,1285860800
2010-05-07,7.073687553405762,7.394892205726832,6.754283205906955,7.309118252130935,1676018400
2010-05-10,7.617421627044678,7.637216161333388,7.453670847618327,7.505255802796491,984306400
2010-05-11,7.693304538726807,7.794373883526833,7.512758296806273,7.552945620335905,848906800
2010-05-12,7.860353946685791,7.891544549884347,7.758684769155736,7.774878704177125,654379600
2010-05-13,7.748486518859863,7.947626804659301,7.689703527819959,7.89424232511924,599712400
2010-05-14,7.6123247146606445,7.69210109790149,7.4827636718387405,7.6525128235176645,759362800
2010-05-17,7.6243205070495605,7.683103477659264,7.429078813655437,7.638716532712427,762834800
2010-05-18,7.568540096282959,7.754184502689804,7.505558263327263,7.707098687260399,782678400
2010-05-19,7.4479756355285645,7.585334555314432,7.343307300965496,7.4827652414242944,1025726800
2010-05-20,7.13067102432251,7.313316252071593,7.084184244083757,7.25423294545981,1282915200
2010-05-21,7.267429828643799,7.332810194664612,6.938427376287226,6.982514015631727,1223891200
2010-05-24,7.400589466094971,7.524752824929654,7.385594402041691,7.416185165591531,754238800
2010-05-25,7.354404926300049,7.40059059554789,7.112677153142508,7.178357049312563,1048006400
2010-05-26,7.321114540100098,7.561643445995963,7.310317515667073,7.500161591467869,850654000
2010-05-27,7.598232746124268,7.614428284874789,7.4710709785842,7.515757467569036,666282400
2010-05-28,7.704100608825684,7.77967817843281,7.598231787652204,7.7793786615100675,815614800
2010-06-01,7.822563171386719,7.975817292687845,7.766479843114998,7.788373403421899,876472800
2010-06-02,7.916136264801025,7.9416280331360625,7.807567807703352,7.933830183609555,688548000
2010-06-03,7.8912434577941895,7.964121356351331,7.8099670743614,7.953024016318735,650106800
2010-06-04,7.6765055656433105,7.854651584321833,7.636617777755314,7.743984936162366,758304400
2010-06-07,7.525954246520996,7.772180399166534,7.51425706875129,7.7463883063792425,886942000
2010-06-08,7.477665901184082,7.611726110543146,7.367298754429635,7.59493074434595,1000770400
2010-06-09,7.293819427490234,7.554742604313183,7.272526506099577,7.541845763404685,854630000
2010-06-10,7.513054370880127,7.52714927871383,7.263828370733985,7.343004913795744,776356000
